I 12/13,#,Level,Unit,Square,Bag,Flake portion,L(max),L(tech),W(mid length),T(mid length),T(bulb),P(w),P(t),EPA,EPA angle,Length Profile,MASS,Edge profile,Rock,P(morph),P(prep),P(prep on dorsal),P(abr),Cone,Cort,Dorsal scar pattern,Frac initiation point,Type,Termination,Twisted,Photo,Notes
,1228,bas,96,i13,138,proximal,,,,,2.01,5.08,1.44,2.43,61.80291193,2,0.64,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,"basal thinning, burnt?"
,1229,bas,96,i13,138,proximal,,,,,0.64,1.71,0.25,NA,#VALUE!,0,0.09,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),None,Hertzian cone present,0,Bidirectional/opposed,Non-expressed, B6,Broken,no,no,
,1230,bas,96,i13,138,complete,13.74,13.74,8.73,2.84,1.59,3.57,0.42,NA,#VALUE!,0,0.45,Ovoid,Chert,Lunate (D4),Cortical,short hinged removals (A2),None,Eraillure scar,0,Bidirectional/opposed,Non-expressed, B6,Feather,no,yes,
,1231,bas,96,i13,138,proximal,,,,,2.48,5.77,1.69,1.33,36.27616431,0,0.42,Broken,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,none,0,Unidirectional-parallel A,Non-expressed, B6,Broken,no,no,
,1232,bas,96,i13,138,proximal,,,,,1.83,5.27,1.89,2.16,56.02771471,0.5,0.21,Expanding,Chert,Lunate (D4),Cortical,short hinged removals (A2),Slight,lipped,0,NA,Non-expressed, B1,Feather,no,no,
,1233,bas,96,i13,138,proximal,,,,,2.29,10.31,1.91,2.09,54.47685593,0,0.31,Broken,Chert,Narrow linear (D2),Faceted (bulb negatives are present),None (A1);,None,lipped,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,no,
,1234,bas,96,i13,138,proximal,,,,,2.99,5.46,0.92,NA,#VALUE!,NA,0.58,Broken,Chalcedony,Narrow linear (D2),Cortical,None (A1);,None,Hinged bulb,41-60%,NA,Non-expressed,Other,Broken,no,no,
,1235,bas,96,i13,138,proximal,,,,,2.04,3.77,1.8,NA,#VALUE!,0.2,0.76,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,"Lateral, point of impact more prominent (A4)",High,crushed,11-40%,Unidirectional-parallel A,Non-expressed, B6,Broken,no,yes,
,1236,bas,96,i13,138,proximal,,,,,1.3,4.36,0.44,NA,#VALUE!,1,0.11,Broken,Agate,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B6,Broken,no,yes,
,1237,bas,96,i13,138,complete,13.05,13.06,6.88,2.21,1.71,1.99,1.06,NA,#VALUE!,0,0.26,Converging,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,1238,bas,96,i13,138,complete,13.26,8.86,14.55,6.6,2.26,3.11,1.49,NA,#VALUE!,NA,0.97,Other,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,lipped,61-90%,Orthogonal/crossed,Non-expressed,Other,Axial,no,no,
,1239,bas,96,i13,138,proximal,,,,,0.88,1.54,0.39,NA,#VALUE!,NA,0.14,Broken,Chalcedony,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Orthogonal/crossed,Non-expressed, B6,Broken,no,no,
,1240,bas,96,i13,138,proximal,,,,,3.13,6.7,2.87,2.68,66.85748618,NA,0.49,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),None (plain),"Lateral, point of impact more prominent (A4)",Slight,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,1241,bas,96,i13,138,proximal,,,,,2.34,7.01,1.94,NA,#VALUE!,NA,0.65,Broken,CCS general,Narrow linear (D2),Cortical,short hinged removals (A2),High,none,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1242,bas,96,i13,138,complete,23.38,23.37,8.04,1.68,1.16,4.17,0.49,NA,#VALUE!,0,0.27,Converging,Chert,Missing,Absent (broken platform),None (A1);,None,Sheared bulb,1-9%,NA,Non-expressed, B6,Feather,yes,yes,"sheared bladelet, missing bulb"
,1243,bas,96,i13,138,proximal but nearly complete,17.73,17.73,10.27,3.96,3.26,2.89,0.87,NA,#VALUE!,0.5,0.59,Broken,CCS general,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Hinge,no,yes,
,1244,bas,96,i13,138,complete,12.91,12.91,8.4,2.41,1.77,5.8,0.69,NA,#VALUE!,2,0.34,Paralell,Chalcedony,Lunate (D4),Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,1-9%,Orthogonal/crossed,Non-expressed,"Plunging, no cortex",Plunge,no,no,
,1245,bas,96,i13,138,proximal,,,,,1.56,2.06,1.06,1.63,43.74873344,NA,0.37,Paralell,Chalcedony,Oval/triangular (D3),None (plain),None (A1);,None,Eraillure scar,41-60%,Unidirectional-parallel A,Non-expressed, B6,Broken,no,no,
,1246,bas,96,i13,138,proximal,,,,,3.47,6.88,3.28,3.04,73.64942342,1,1.05,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,Hinged bulb,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,interesting dorsal removals
,1247,bas,96,i13,138,complete,10.66,10.69,9.61,2.63,3.1,7.19,2.56,3.01,73.1049455,0.5,0.36,Ovoid,Agate,Quadrangular or wide trapezoidal (D5),Dihedral,None (A1);,High,Hertzian cone present,1-9%,Sub-centripetal,Non-expressed, B2,Plunge,no,yes,utilized distal
,1248,bas,96,i13,138,proximal,,,,,2.4,7.01,1.9,2.32,59.48976259,NA,0.19,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Hertzian cone present,0,Orthogonal/crossed,Non-expressed, B1,Broken,no,no,
,1249,bas,96,i13,138,complete,13.83,11.21,9.95,1.84,2.33,5.19,1.24,1.67,44.71767629,0.8,0.36,Converging,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B7,Hinge,no,no,
,1250,bas,96,i13,138,proximal,,,,,1.58,5.2,1.02,NA,#VALUE!,0,0.38,Broken,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,none,0,Bidirectional/opposed,Non-expressed, B1,Broken,no,yes,possible bipolar break at distal
,1251,bas,96,i13,138,proximal,,,,,2.26,3.36,0.9,NA,#VALUE!,NA,0.2,Broken,Chert,Lunate (D4),None (plain),None (A1);,None,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1252,bas,96,i13,138,proximal,,,,,3.6,7.45,2.96,2.49,63.04161987,NA,0.79,Broken,Hornfels,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,nice blade proximal
,1253,bas,96,i13,138,proximal,,,,,1.95,2.5,1.08,NA,#VALUE!,0.3,0.79,Broken,Chert,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,redirection flake
,1254,bas,96,i13,138,complete,10.8,10.79,6.32,1.34,1.54,4.57,1.59,NA,#VALUE!,0.3,0.1,Converging,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,no,
,1255,bas,96,i13,138,complete,15.46,10.87,10.32,3.32,3.78,7.07,2.42,NA,#VALUE!,0.3,0.56,Other,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Eraillure scar,0,NA,Non-expressed,Core mainteNAnce flake,Feather,no,no,
,1256,bas,96,i13,138,lateral,14.55,14.58,NA,1.94,2.05,2.59,1.2,NA,#VALUE!,0,0.26,Broken,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,NA,Non-expressed, B1,Feather,no,no,
,1257,bas,96,i13,138,complete,28.6,23.94,27.55,8.15,8.49,23.96,4.62,2.7,67.24976928,1,6.74,Converging,CCS general,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,soriano double impact point and missing bulb,1-9%,Sub-centripetal,Non-expressed, B7,Axial,no,no,
,1258,bas,96,i13,138,proximal,,,,,0.86,1.51,0.43,NA,#VALUE!,NA,0.37,Broken,Chalcedony,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",None (A1);,None,Hertzian cone present,41-60%,Unidirectional-parallel A,Non-expressed, B6,Broken,no,no,
,1259,bas,96,i13,138,proximal,,,,,2.23,7.47,1.23,2.38,60.75825202,NA,0.52,Broken,CCS general,Narrow linear (D2),Cortical,short hinged removals (A2),None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B7,Broken,yes,yes,
,1260,bas,96,i13,138,proximal,,,,,1.99,3.16,1.84,2.31,59.27676738,NA,0.22,Broken,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,1-9%,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1261,bas,96,i13,138,complete,14.99,10.89,14.38,3.02,2.26,4.95,1.23,2.02,52.90408379,NA,0.72,Paralell,Chert,Lunate (D4),Cortical,None (A1);,None,Hinged bulb,1-9%,Unidirectional-parallel A,Non-expressed, B7,Feather,no,yes,splintered end
,1262,bas,96,i13,138,complete,12.88,12.88,8.95,2,1.23,3.91,1.07,NA,#VALUE!,1.5,0.3,Other,Chert,Narrow linear (D2),Faceted (bulb negatives are present),None (A1);,None,Hertzian cone present,61-90%,NA,Non-expressed,A3,Plunge,no,yes,utilized distal?
,1263,bas,96,i13,138,proximal,,,,,2.16,6.38,1.25,1.94,51.07997513,0,0.43,Broken,Chert,Narrow linear (D2),Cortical,None (A1);,Slight,Sheared bulb,11-40%,Unidirectional-parallel A,Non-expressed,Other,Broken,no,no,
,1264,bas,96,i13,138,complete,14.91,14.94,7.9,2.68,2.66,6.64,1.7,2.47,62.63051994,1,0.43,Paralell,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hertzian cone present,11-40%,Sub-centripetal,Expressed and centered on the platform, B7,Hinge,no,yes,
,1265,bas,96,i13,138,complete,18.19,10.92,7.54,5.43,3.87,1.97,0.74,NA,#VALUE!,0,0.66,Converging,Chalcedony,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,11-40%,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Axial,no,yes,
,1266,bas,96,i13,138,complete,17.58,13.23,23.7,4.81,1.66,2.73,1.49,NA,#VALUE!,2,1.19,Expanding,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Eraillure scar,41-60%,Sub-centripetal,Non-expressed,Other,Feather,no,no,
,1267,bas,96,i13,138,proximal,,,,,0.65,3.3,0.41,NA,#VALUE!,0,0.19,Broken,Chalcedony,Missing,Absent (broken platform),None (A1);,None,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,nice dorsal lamiNAr scars
,1268,bas,96,i13,138,complete,,,,,1.82,5.12,1.98,1.14,31.36822805,0.4,0.41,Ovoid,Chalcedony,Oval/triangular (D3),None (plain),short hinged removals (A2),None,lipped,0,Unidirectional-parallel A,Non-expressed, B1,Feather,no,yes,thinning flake
,1269,bas,96,i13,138,complete,14.68,11.55,15.73,4.23,1.76,2.65,1.14,NA,#VALUE!,0,0.93,Other,Chert,Narrow linear (D2),Cortical,short hinged removals (A2),High,Eraillure scar,1-9%,Orthogonal/crossed,Non-expressed,Core mainteNAnce flake,Axial,no,yes,
,1270,bas,96,i13,138,proximal,,,,,1.31,3.44,0.63,NA,#VALUE!,0.5,0.22,Paralell,Sandstone,Crushed,Absent (broken platform),short hinged removals (A2),None,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,1271,bas,96,i13,138,proximal,,,,,4.59,4.15,2.5,3.75,85.45393789,1,4.38,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Eraillure scar,41-60%,NA,Non-expressed,Other,Broken,no,no,
,1272,bas,96,i13,138,proximal,,,,,3.95,10.41,3.48,3.08,74.36941291,2,1.97,Broken,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Eraillure scar,41-60%,Unidirectional-parallel A,Expressed and centered on the platform, B6,Broken,no,no,
,1273,bas,96,i13,138,proximal,,,,,4.8,7.8,4.49,3.07,74.1900545,1,1.34,Broken,Chert,Oval/triangular (D3),None (plain),None (A1);,Slight,Eraillure scar,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,
,1274,bas,96,i13,138,complete,18.68,17.01,10.9,4.8,3.01,4.49,2.64,2.97,72.37296279,0,0.95,Expanding,Chert,Oval/triangular (D3),None (plain),None (A1);,None,crushed,11-40%,Orthogonal/crossed,Non-expressed, B3,Feather,no,no,
,1275,bas,96,i13,138,complete,21.28,21.33,13.02,5.48,4.21,7.43,2.24,NA,#VALUE!,2,2.08,Paralell,Chalcedony,Crushed,Other,None (A1);,Very high,none,1-9%,Bidirectional/opposed,Non-expressed,Other,Bipolar ,no,yes,Bipolar 
,1276,bas,96,i13,138,complete,25.77,25.77,29.26,10.84,5.11,11.39,4.43,4.23,92.34955791,0,6.71,Other,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Sheared bulb,11-40%,NA,Non-expressed,Other,Axial,no,yes,utilized edges
,1277,bas,96,i13,138,complete,26.49,26.48,21.12,7.33,7.59,15.53,6.63,3.26,77.52583985,0,5.38,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,1-9%,Orthogonal/crossed,Expressed and centered on the platform,Core mainteNAnce flake,Broken,no,no,
,1278,bas,96,i13,138,complete,19.66,18.26,24.14,4.54,5.68,10.27,5.46,4.37,94.21202654,0,2.4,Ovoid,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,Hinged bulb,1-9%,Orthogonal/crossed,Expressed and centered on the platform,Core mainteNAnce flake,Feather,no,yes,
,1279,bas,96,i13,138,proximal,,,,,3.77,11.02,1.99,3.09,74.54834638,1.2,1.39,Broken,Chert,Lunate (D4),Cortical,None (A1);,None,lipped,1-9%,Unidirectional-parallel A,Non-expressed, B7,Broken,no,no,
,1280,bas,96,i13,138,complete,25.73,13.15,15.72,5.11,4.71,13.46,3.93,3.29,78.03880095,1.5,1.62,Converging,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,Hinged bulb,1-9%,Unidirectional-parallel A,Expressed and centered on the platform, B7,Axial,no,no,
,1281,bas,96,i13,138,complete,28,28,16.7,9.18,7.08,11.21,6.55,NA,#VALUE!,0,4.93,Paralell,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,Sheared bulb,61-90%,NA,Non-expressed,Other,Axial,no,yes,bipolar split nodule
,1282,bas,96,i13,138,proximal,,,,,2.88,7.05,2.13,2.8,69.18457738,0,1.88,Broken,Chalcedony,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,none,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,no,
,1283,bas,96,i13,138,complete,18.48,18.49,17.22,3.03,3.52,13.12,2.88,3.4,79.88820054,1.1,1.44,Ovoid,Chert,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),None (A1);,None,Sheared bulb,1-9%,Unidirectional-parallel A,Non-expressed, B1,Hinge,no,no,
,1284,bas,96,i13,138,lateral,,,,,5.64,NA,4.45,3.87,87.2549519,0,2.78,Broken,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and lateralized on the platform,Other,Broken,no,yes,bipolar broken and recycled flake?
,1285,bas,96,i13,138,complete,22.56,19.34,15.34,5.99,4.57,6.53,4.54,2.16,56.02771471,2,1.77,Expanding,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,none,0,Sub-centripetal,Non-expressed, B1,Axial,no,no,
,1286,bas,96,i13,138,complete,20.06,20.06,15.27,5.25,4.73,10.68,6.77,NA,#VALUE!,4,2.19,Paralell,Chalcedony,Oval/triangular (D3),Cortical,None (A1);,None,none,1-9%,Sub-centripetal,Non-expressed,"Plunging, no cortex",Plunge,no,yes,retouched distal
,1287,bas,96,i13,138,proximal,,,,,7.34,15.16,5.6,4.39,94.47290028,NA,2.66,Broken,Chert,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),None (A1);,Very high,Hinged bulb,1-9%,NA,Non-expressed,Other,Broken,no,no,
,1288,bas,96,i13,138,complete,25.66,25.66,5.87,4.76,3.14,3.17,1.23,NA,#VALUE!,1.5,1.43,Paralell,Chalcedony,Narrow linear (D2),None (plain),None (A1);,None,Hertzian cone present,41-60%,Unidirectional-parallel A,Non-expressed, B7,Bipolar ,no,yes,"bipolar? Utilized edges, compares to bladelet cores with possible bipolar scars"
,1289,bas,96,i13,138,proximal,,,,,3.06,5.4,2.42,3.1,74.72685557,1.2,1.44,Broken,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),None,Eraillure scar,1-9%,Bidirectional/opposed,Non-expressed, B1,Bipolar ,no,yes,good lamiNAr scars
,1290,bas,96,i13,138,proximal,,,,,3.77,12.41,3.37,2.63,65.86898077,NA,2.6,Broken,Dyke material,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),None,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,heavily crushed near proximal end
,1291,bas,96,i13,138,proximal,,,,,4.99,16.77,3.02,3.14,75.43666238,NA,2.92,Broken,Hornfels,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,Eraillure scar,0,UnidirectioNAl-convergent,Expressed and centered on the platform, B1,Broken,no,yes,massive erraileur scarring
,1292,bas,96,i13,138,proximal,,,,,2.16,4.19,1.6,NA,#VALUE!,2.1,1.02,Broken,Chert,Crushed,Absent (broken platform),short hinged removals (A2),Very high,Sheared bulb,1-9%,Unidirectional-parallel A,Non-expressed, B7,Broken,no,yes,bipolar scarring plus sheared bulb
,1293,bas,96,i13,138,complete,22.94,22.97,14.15,5.24,8.32,15.2,7.48,NA,#VALUE!,2.5,2.16,Paralell,Chert,Quadrangular or wide trapezoidal (D5),Cortical,None (A1);,None,none,1-9%,NA,Non-expressed,Other,Feather,no,yes,utilized distal
,1294,bas,96,i13,138,proximal,,,,,3.72,18.33,2.77,3.3,78.20896598,0,1.96,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),Slight,crushed,1-9%,Bidirectional/opposed,Expressed and centered on the platform, B7,Hinge,no,yes,bipolar dorsal scars
,1295,bas,96,i13,138,complete,22.17,17.91,13.94,4.67,2.23,4.27,1.91,NA,#VALUE!,2.1,1.53,Expanding,CCS general,Oval/triangular (D3),Cortical,short hinged removals (A2),Slight,lipped,11-40%,NA,Non-expressed, B8,Axial,no,no,
,1296,bas,96,i13,138,complete,27.75,27.75,10.41,3.08,5.6,10.52,5.75,4.02,89.43271969,3,1.63,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,none,11-40%,Bidirectional/opposed,Non-expressed,Other,Axial,no,yes,bipolar bladelet scars?
,1297,bas,96,i13,138,proximal,,,,,4.1,13.6,3.47,3.5,81.5272104,NA,1.19,Broken,Chert,Quadrangular or wide trapezoidal (D5),Faceted (bulb negatives are present),short hinged removals (A2),High,lipped,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,yes,beautiful proximal end
,1298,bas,96,i13,138,complete,17.18,17.22,11.93,2.42,2.09,3.44,0.89,NA,#VALUE!,4,0.57,Converging,CCS general,Crushed,Reduced to an edge,short hinged removals (A2),High,Hertzian cone present,11-40%,UnidirectioNAl-convergent,Non-expressed, B2,Plunge,no,no,
,1299,bas,96,i13,138,complete,18.87,16.12,19.52,4.99,4.24,11.04,4.15,3.01,73.1049455,0,2.19,Expanding,Chalcedony,Oval/triangular (D3),Cortical,short hinged removals (A2),High,Eraillure scar,11-40%,UnidirectioNAl-convergent,Expressed and centered on the platform,Core mainteNAnce flake,Feather,no,no,
,1300,bas,96,i13,138,complete,29.6,24.87,17.99,11.23,2.35,3.5,2.12,3.46,80.87638403,3,5.48,Expanding,Chert,Oval/triangular (D3),Cortical,short hinged removals (A2),None,Hertzian cone present,41-60%,NA,Non-expressed,Core mainteNAnce flake,Axial,no,no,
,1301,bas,96,i13,138,complete,12.33,10.6,16.93,4.9,5.89,12.93,5.04,4.28,93.02209808,2,1.56,Paralell,CCS general,Oval/triangular (D3),"Residual faceting (ridges, but no bulb negatives)",None (A1);,None,none,1-9%,NA,Non-expressed,Other,Axial,no,yes,bipolar chunk
,1302,bas,96,i13,138,lateral,26.56,26.56,NA,6.35,6.56,5.79,6.77,3.13,75.25984386,2,2.34,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,crushed,11-40%,Unidirectional-parallel A,Non-expressed,A3,Broken,no,yes,"nice lamiNAr dorsal scars, twisted bladelet scar, bladelet off of flake"
,1303,bas,96,i13,138,complete,17.71,16.61,9.14,3.92,3.61,10.07,1.1,NA,#VALUE!,1,0.68,Paralell,Chert,Broken / fissured,Other,short hinged removals (A2),High,Sheared bulb,0,Unidirectional-parallel A,Non-expressed, B7,Feather,no,yes,"splintered distal, bipolar reworking"
,1304,bas,96,i13,138,complete,17.92,17.92,16,3.89,4.39,NA,4.06,2.65,66.26572139,0,1.24,Ovoid,Chalcedony,Broken / fissured,Absent (broken platform),None (A1);,None,Hertzian cone present,0,Orthogonal/crossed,Non-expressed, B1,Feather,no,no,
,1305,bas,96,i13,138,proximal,,,,,2.58,5.52,2.27,2.74,68.02900444,2,0.69,Ovoid,CCS general,Oval/triangular (D3),None (plain),None (A1);,None,Hertzian cone present,41-60%,Unidirectional-parallel A,Non-expressed,A3,Broken,no,no,
,1306,bas,96,i13,138,complete,21.85,21.85,9.74,6.45,6.04,3.03,1.21,6.24,113.9006413,1,1.5,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,lipped,91-99%,NA,Non-expressed,A3,Axial,no,no,
,1307,bas,96,i13,138,complete,21.06,21.06,7.81,3.51,1.43,2.46,0.97,NA,#VALUE!,3,0.7,Paralell,Chert,Crushed,Reduced to an edge,None (A1);,None,none,11-40%,Orthogonal/crossed,Non-expressed, B7,Broken,yes,yes,twisted bipolar bladelet?
,1308,bas,96,i13,138,complete,25.23,22.26,6.37,2.9,1.38,5.13,1.12,NA,#VALUE!,1,0.6,Paralell,Chert,Narrow linear (D2),Cortical,None (A1);,None,Eraillure scar,11-40%,Bidirectional/opposed,Non-expressed, B7,Broken,yes,yes,interesting bidirectioNAl scars
,1309,bas,96,i13,138,proximal,,,,,4.94,10.72,4.48,2.88,70.70069979,NA,1.9,Broken,Hornfels,Oval/triangular (D3),Cortical,None (A1);,Slight,Hertzian cone present,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,no,
,1310,bas,96,i13,138,complete,27.09,21.66,9.12,4.77,3.25,6.3,1.83,NA,#VALUE!,3,1.76,Paralell,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Eraillure scar,61-90%,NA,Non-expressed,Other,Axial,no,yes,utilized distal
07.18.13,1311,bas,96,i13,138,proximal,,,,,2.53,5.55,0.86,NA,#VALUE!,NA,1.64,Broken,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,1-9%,Unidirectional-parallel A,Expressed and centered on the platform, B1,Broken,no,yes,
,1312,bas,96,i13,138,complete,15.77,15.77,7.56,2.9,2.22,3.83,1.05,NA,#VALUE!,0.6,0.44,Paralell,Chert,Crushed,Reduced to an edge,short hinged removals (A2),Very high,Hertzian cone present,0,Bidirectional/opposed,Non-expressed, B1,Feather,yes,yes,bipolar bladelet
,1313,bas,96,i13,138,proximal but nearly complete,13.35,10.96,16.29,2.73,3.23,9.58,3.14,2.96,72.18888959,0,0.59,Converging,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,None,Eraillure scar,0,Unidirectional-parallel A,Expressed and centered on the platform, B1,Hinge,no,no,
,1314,bas,96,i13,138,proximal,,,,,4.15,1.69,0.96,NA,#VALUE!,NA,1.22,Broken,Chert,Oval/triangular (D3),Cortical,None (A1);,None,Hertzian cone present,1-9%,NA,Non-expressed,Other,Broken,no,no,
,1315,bas,96,i13,138,complete,22.21,22.21,20.61,5.15,2.25,9.75,1.49,NA,#VALUE!,0,2.63,Ovoid,Chalcedony,Narrow linear (D2),Cortical,short hinged removals (A2),Slight,none,91-99%,Unidirectional-parallel A,Non-expressed,A3,Broken,no,yes,really interesting ventral scar patterns
,1316,bas,96,i13,138,complete,12.56,12.56,7.57,0.92,1.98,5.68,0.83,NA,#VALUE!,1,0.13,Converging,CCS general,Narrow linear (D2),Cortical,None (A1);,None,Hertzian cone present,1-9%,Unidirectional-parallel A,Non-expressed, B7,Feather,no,no,
,1317,bas,96,i13,138,complete,19.06,19.52,14.76,4.55,2.06,4.81,0.67,NA,#VALUE!,1.1,1.08,Paralell,Chert,Missing,Absent (broken platform),short hinged removals (A2),None,Hinged bulb,1-9%,Unidirectional-parallel A,Non-expressed, B7,Axial,no,no,
,1318,bas,96,i13,138,proximal,,,,,2.56,5.48,1.38,1.43,38.8062349,NA,0.29,Broken,Chert,Lunate (D4),Cortical,None (A1);,None,Eraillure scar,0,Bidirectional/opposed,Non-expressed,Core mainteNAnce flake,Broken,no,no,
,1319,bas,96,i13,138,complete,12.57,12.81,13.58,1.68,1.75,4,0.68,NA,#VALUE!,1,0.3,Expanding,Chert,Narrow linear (D2),Cortical,None (A1);,None,Sheared bulb,1-9%,Unidirectional-parallel A,Non-expressed, B2,Feather,no,yes,
,1320,bas,96,i13,138,proximal,,,,,1.79,5.97,0.71,2.46,62.42429417,NA,0.56,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,short hinged removals (A2),High,Eraillure scar,0,NA,Non-expressed,Other,Broken,no,no,
,1321,bas,96,i13,138,complete,11.95,8.93,16.24,1.83,1.94,3.4,1.15,NA,#VALUE!,1,0.32,Expanding,Chalcedony,Narrow linear (D2),None (plain),None (A1);,None,Eraillure scar,0,NA,Non-expressed,Core mainteNAnce flake,Feather,yes,no,
,1322,bas,96,i13,138,proximal,,,,,2.82,9.33,2.42,2.6,65.27051733,0.5,0.59,Broken,Chert,Oval/triangular (D3),Faceted (bulb negatives are present),None (A1);,Very high,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B1,Broken,no,yes,great prepared platform
,1323,bas,96,i13,138,complete,20.59,20.59,6.88,1.85,0.94,2.44,0.47,NA,#VALUE!,1,0.26,Paralell,Chalcedony,Narrow linear (D2),None (plain),short hinged removals (A2),Very high,none,0,UnidirectioNAl-convergent,Non-expressed, B1,Hinge,no,yes,bipolar bladelet?
,1324,bas,96,i13,138,proximal,,,,,4.17,6.46,0.99,NA,#VALUE!,NA,1.22,Broken,Chert,Narrow linear (D2),Cortical,None (A1);,None,Eraillure scar,0,Sub-centripetal,Expressed and lateralized on the platform, B1,Hinge,no,no,
,1325,bas,96,i13,138,proximal,,,,,2.58,8.24,2.1,2.81,69.37562901,1.1,0.33,Broken,Chert,Quadrangular or wide trapezoidal (D5),Cortical,small removals following scar ridges (A3),Slight,Hertzian cone present,0,Unidirectional-parallel A,Non-expressed, B7,Broken,no,no,
